"Cylinders","EngineSize","DriveWheels","FuelCostperYear","FuelType","Make","Model","Transmission","UCity","UHighway","VechileClass","Year","Guzzler"
4,2.4,"Front-Wheel Drive",1650,"Regular Gasoline","Scion","xB","Automatic (S4)",27.4,38.7,"Small Station Wagons",2015,NA
4,2.4,"Front-Wheel Drive",1650,"Regular Gasoline","Ram","Promaster City","Automatic 9-spd",26.6,40.5,"Special Purpose Vehicle 2WD",2015,NA
4,2,"Front-Wheel Drive",1900,"Premium Gasoline","Lexus","NX 200t","Automatic (S6)",28.498,39.7633,"Small Sport Utility Vehicle 2WD",2015,NA
4,2,"All-Wheel Drive",1950,"Premium Gasoline","Lexus","NX 200t AWD","Automatic (S6)",28.1913,39.4458,"Small Sport Utility Vehicle 4WD",2015,NA
4,2,"All-Wheel Drive",1950,"Premium Gasoline","Lexus","NX 200t AWD F Sport","Automatic (S6)",27.7306,37.5245,"Small Sport Utility Vehicle 4WD",2015,NA
6,3,"4-Wheel Drive",2500,"Premium Gasoline","Land Rover","Range Rover","Automatic (S8)",21.1,31.5,"Standard Sport Utility Vehicle 4WD",2015,NA
6,3,"4-Wheel Drive",2500,"Premium Gasoline","Land Rover","Range Rover LWB","Automatic (S8)",21.1,31.5,"Standard Sport Utility Vehicle 4WD",2015,NA
6,3,"4-Wheel Drive",2500,"Premium Gasoline","Land Rover","Range Rover Sport","Automatic (S8)",21,31.1,"Standard Sport Utility Vehicle 4WD",2015,NA
6,2.7,"Rear-Wheel Drive",1800,"Regular Gasoline","Ford","F150 Pickup 2WD","Automatic (S6)",24.319,35.9362,"Standard Pickup Trucks 2WD",2015,NA
6,3.5,"Rear-Wheel Drive",1950,"Regular Gasoline","Ford","F150 Pickup 2WD","Automatic (S6)",21.5521,33.1592,"Standard Pickup Trucks 2WD",2015,NA
8,5,"Rear-Wheel Drive",2100,"Regular Gasoline","Ford","LTD Crown Victoria Wagon","Automatic 4-spd",19,34,"Midsize-Large Station Wagons",1987,NA
6,3.5,"Rear-Wheel Drive",1950,"Regular Gasoline","Ford","F150 Pickup 2WD FFV","Automatic 6-spd",22.4495,34.2,"Standard Pickup Trucks 2WD",2015,NA
8,5,"Rear-Wheel Drive",2200,"Regular Gasoline","Ford","F150 Pickup 2WD FFV","Automatic (S6)",18.9315,30.9996,"Standard Pickup Trucks 2WD",2015,NA
6,2.7,"Part-time 4-Wheel Drive",1950,"Regular Gasoline","Ford","F150 Pickup 4WD","Automatic (S6)",22.0965,31.4331,"Standard Pickup Trucks 4WD",2015,NA
6,3.5,"Part-time 4-Wheel Drive",2100,"Regular Gasoline","Ford","F150 Pickup 4WD","Automatic (S6)",20.6776,31.4478,"Standard Pickup Trucks 4WD",2015,NA
6,3.5,"Part-time 4-Wheel Drive",2100,"Regular Gasoline","Ford","F150 Pickup 4WD FFV","Automatic 6-spd",21.3392,31.2978,"Standard Pickup Trucks 4WD",2015,NA
8,5,"Part-time 4-Wheel Drive",2300,"Regular Gasoline","Ford","F150 Pickup 4WD FFV","Automatic (S6)",18.2983,28.9933,"Standard Pickup Trucks 4WD",2015,NA
8,4,"All-Wheel Drive",2800,"Premium Gasoline","Bentley","Continental GT3-R","Automatic (S8)",16.4,32.1,"Two Seaters",2015,NA
8,6.2,"Rear-Wheel Drive",2600,"Premium Gasoline","Chevrolet","Corvette","Manual 7-spd",18.5952,30.7737,"Two Seaters",2015,NA
6,3.8,"Rear-Wheel Drive",2250,"Premium Gasoline","Porsche","911 Carrera GTS","Manual 7-spd",22.793,36.4997,"Minicompact Cars",2015,NA
6,3.8,"Rear-Wheel Drive",2250,"Premium Gasoline","Porsche","911 Carrera GTS","Automatic (AM-S7)",23.3319,36.3499,"Minicompact Cars",2015,NA
8,5,"Rear-Wheel Drive",2100,"Regular Gasoline","Mercury","Grand Marquis Wagon","Automatic 4-spd",19,34,"Midsize-Large Station Wagons",1987,NA
6,3.8,"Rear-Wheel Drive",2350,"Premium Gasoline","Porsche","911 Carrera GTS Cabriolet","Manual 7-spd",22.0408,35.0989,"Minicompact Cars",2015,NA
6,3.8,"Rear-Wheel Drive",2250,"Premium Gasoline","Porsche","911 Carrera GTS Cabriolet","Automatic (AM-S7)",23.3448,35.7997,"Minicompact Cars",2015,NA
6,3.8,"4-Wheel Drive",2250,"Premium Gasoline","Porsche","911 Carrera 4 GTS","Manual 7-spd",22.6446,35.6975,"Minicompact Cars",2015,NA
6,3.8,"4-Wheel Drive",2250,"Premium Gasoline","Porsche","911 Carrera 4 GTS","Automatic (AM-S7)",23.3448,35.7997,"Minicompact Cars",2015,NA
6,3.8,"4-Wheel Drive",2350,"Premium Gasoline","Porsche","911 Carrera 4 GTS Cabriolet","Manual 7-spd",22.0408,35.0989,"Minicompact Cars",2015,NA
6,3.8,"4-Wheel Drive",2250,"Premium Gasoline","Porsche","911 Carrera 4 GTS Cabriolet","Automatic (AM-S7)",22.549,35,"Minicompact Cars",2015,NA
4,2,"All-Wheel Drive",1800,"Premium Gasoline","BMW","228i xDrive Convertible","Automatic (S8)",28.308,46.813,"Subcompact Cars",2015,NA
6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","BMW","M235i Convertible","Automatic (S8)",26.6367,45.005,"Subcompact Cars",2015,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","BMW","M235i Convertible","Manual 6-spd",24,36.7,"Subcompact Cars",2015,NA
4,2,"All-Wheel Drive",1800,"Premium Gasoline","Volkswagen","Golf R","Automatic (AM-S6)",28.3,40.9,"Compact Cars",2015,NA
8,5,"Rear-Wheel Drive",2300,"Regular Gasoline","Pontiac","Safari Wagon","Automatic 4-spd",18,30.7692,"Midsize-Large Station Wagons",1987,NA
4,1.6,"Front-Wheel Drive",1650,"Premium Gasoline","Nissan","Juke","Automatic (AV-S7)",35.9498,45.7179,"Small Station Wagons",2015,NA
4,1.6,"Front-Wheel Drive",1600,"Premium Gasoline","Nissan","Juke","Manual 6-spd",36.19,48.1,"Small Station Wagons",2015,NA
4,1.6,"All-Wheel Drive",1700,"Premium Gasoline","Nissan","Juke AWD","Automatic (AV-S7)",34.2928,44.3856,"Small Station Wagons",2015,NA
4,1.6,"Front-Wheel Drive",1750,"Premium Gasoline","Nissan","Juke Nismo RS","Manual 6-spd",34.2,44.3,"Small Station Wagons",2015,NA
4,1.6,"All-Wheel Drive",1800,"Premium Gasoline","Nissan","Juke Nismo RS AWD","Automatic (AV-S8)",32.1,40.6,"Small Station Wagons",2015,NA
6,3.5,"Front-Wheel Drive",1650,"Regular Gasoline","Nissan","Murano FWD","Automatic (AV-S7)",27.0244,41.8484,"Midsize Station Wagons",2015,NA
6,3.5,"All-Wheel Drive",1650,"Regular Gasoline","Nissan","Murano AWD","Automatic (AV-S7)",26.6551,41.026,"Midsize Station Wagons",2015,NA
4,2,"Front-Wheel Drive",1700,"Regular Gasoline","Lincoln","MKT Livery FWD","Automatic (S6)",25.8,39.1,"Special Purpose Vehicle 2WD",2015,NA
6,3.7,"All-Wheel Drive",2100,"Regular Gasoline","Lincoln","MKT Livery AWD","Automatic 6-spd",20.9,32.8,"Special Purpose Vehicle 4WD",2015,NA
6,3.5,"Front-Wheel Drive",1950,"Regular Gasoline","Ford","Flex FWD","Automatic (S6)",22.1628,34.5997,"Standard Sport Utility Vehicle 2WD",2015,NA
4,2.5,"Rear-Wheel Drive",1950,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Automatic 3-spd",23,30,"Small Pickup Trucks",1987,NA
6,3.7,"Front-Wheel Drive",1950,"Regular Gasoline","Lincoln","MKT FWD","Automatic (S6)",21.6,34.2,"Standard Sport Utility Vehicle 2WD",2015,NA
6,3.5,"All-Wheel Drive",2100,"Regular Gasoline","Ford","Flex AWD","Automatic (S6)",21.4,32.3,"Standard Sport Utility Vehicle 4WD",2015,NA
6,3.5,"All-Wheel Drive",2200,"Regular Gasoline","Ford","Flex AWD","Automatic (S6)",20,31.3,"Standard Sport Utility Vehicle 4WD",2015,NA
6,3.5,"All-Wheel Drive",2200,"Regular Gasoline","Lincoln","MKT AWD","Automatic (S6)",20,31.3,"Standard Sport Utility Vehicle 4WD",2015,NA
4,2,"4-Wheel Drive",1750,"Premium Gasoline","Mercedes-Benz","CLA250 4matic","Automatic (AM7)",30.9,46.7,"Compact Cars",2015,NA
4,2,"4-Wheel Drive",1800,"Premium Gasoline","Mercedes-Benz","CLA45 AMG 4matic","Automatic (AM7)",29.3,43.2,"Compact Cars",2015,NA
4,2,"4-Wheel Drive",1750,"Premium Gasoline","Mercedes-Benz","CLA250 4matic","Automatic (AM7)",30.9,46.7,"Compact Cars",2015,NA
12,6,"Rear-Wheel Drive",3150,"Premium Gasoline","Mercedes-Benz","S65 AMG Coupe","Automatic 7-spd",15.5,28.2,"Compact Cars",2015,NA
4,2,"Front-Wheel Drive",1600,"Premium Gasoline","Mercedes-Benz","CLA250","Automatic (AM7)",33.5,54,"Compact Cars",2015,NA
4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Hyundai","Elantra GT","Manual 6-spd",30.7483,47.3399,"Midsize Cars",2015,NA
4,2.5,"Rear-Wheel Drive",1900,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Automatic 4-spd",23,35,"Small Pickup Trucks",1987,NA
NA,NA,"Front-Wheel Drive",800,"Electricity","Mercedes-Benz","B-Class Electric Drive","Automatic (A1)",122,117,"Midsize Cars",2015,NA
3,1,"Front-Wheel Drive",1250,"Regular Gasoline","Ford","Focus FWD","Manual 6-spd",38,56.4,"Compact Cars",2015,NA
4,2,"Front-Wheel Drive",1250,"Regular Gasoline","Ford","Focus FWD","Automatic (AM6)",34.7734,56.6103,"Compact Cars",2015,NA
4,2,"Front-Wheel Drive",1300,"Regular Gasoline","Ford","Focus FWD","Automatic (S6)",33.6497,53.9264,"Compact Cars",2015,NA
4,2,"Front-Wheel Drive",1350,"Regular Gasoline","Ford","Focus FWD","Manual 5-spd",33.1,51.6,"Compact Cars",2015,NA
4,2,"Front-Wheel Drive",1500,"Regular Gasoline","Ford","Focus FWD","Manual 6-spd",29.5,45.2,"Compact Cars",2015,NA
4,2,"Front-Wheel Drive",1250,"Regular Gasoline","Ford","Focus FWD FFV","Automatic (AM6)",34.6,57.4,"Compact Cars",2015,NA
4,2,"Front-Wheel Drive",1300,"Regular Gasoline","Ford","Focus FWD FFV","Automatic (S6)",33.6498,53.9266,"Compact Cars",2015,NA
4,2,"Front-Wheel Drive",1350,"Regular Gasoline","Ford","Focus FWD FFV","Manual 5-spd",33.1,51.6,"Compact Cars",2015,NA
3,1,"Front-Wheel Drive",1150,"Regular Gasoline","Ford","Focus SFE FWD","Manual 6-spd",39.8,60.3,"Compact Cars",2015,NA
4,2.5,"Rear-Wheel Drive",1900,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Manual 4-spd",24.4444,34,"Small Pickup Trucks",1987,NA
NA,NA,"Front-Wheel Drive",600,"Electricity","Ford","Focus Electric","Automatic (A1)",157.2,141.4,"Compact Cars",2015,NA
4,1.8,"Front-Wheel Drive",1300,"Regular Gasoline","Nissan","Sentra","Manual 6-spd",34.8,50.6,"Midsize Cars",2015,NA
4,1.8,"Front-Wheel Drive",1250,"Regular Gasoline","Nissan","Sentra","Automatic (variable gear ratios)",38.3909,54.96,"Midsize Cars",2015,NA
4,1.8,"Front-Wheel Drive",1200,"Regular Gasoline","Nissan","Sentra FE","Automatic (variable gear ratios)",40,56.6,"Midsize Cars",2015,NA
8,5.6,"Rear-Wheel Drive",2650,"Regular Gasoline","Nissan","Titan 2WD","Automatic 5-spd",16.1866,25.28,"Standard Pickup Trucks 2WD",2015,NA
8,5.6,"Rear-Wheel Drive",2650,"Regular Gasoline","Nissan","Titan 2WD","Automatic 5-spd",15.8916,24.9972,"Standard Pickup Trucks 2WD",2015,NA
8,5.6,"4-Wheel Drive",2800,"Regular Gasoline","Nissan","Titan 4WD","Automatic 5-spd",14.9594,23.3348,"Standard Pickup Trucks 4WD",2015,NA
8,5.6,"4-Wheel Drive",2800,"Regular Gasoline","Nissan","Titan 4WD","Automatic 5-spd",14.9916,23.4342,"Standard Pickup Trucks 4WD",2015,NA
4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Volvo","V60 CC FWD","Automatic (S8)",30.8,43.8,"Small Sport Utility Vehicle 2WD",2015,NA
5,2.5,"All-Wheel Drive",1700,"Regular Gasoline","Volvo","V60 CC AWD","Automatic (S6)",25.2,38.5,"Small Sport Utility Vehicle 4WD",2015,NA
4,2.5,"Rear-Wheel Drive",1800,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Manual 5-spd",25,37,"Small Pickup Trucks",1987,NA
NA,NA,"Rear-Wheel Drive",750,"Electricity","Tesla","Model S (85 kW-hr battery pack)","Automatic (A1)",110.4,113.2,"Large Cars",2015,NA
4,2.5,"Front-Wheel Drive",1300,"Regular Gasoline","Mazda","6","Automatic (S6)",33.9718,53.988,"Midsize Cars",2016,NA
4,2.5,"Front-Wheel Drive",1250,"Regular Gasoline","Mazda","6","Automatic (S6)",36.0379,56.8165,"Midsize Cars",2016,NA
4,2.5,"Front-Wheel Drive",1350,"Regular Gasoline","Mazda","6","Manual 6-spd",32.2648,52.3866,"Midsize Cars",2016,NA
6,3.3,"All-Wheel Drive",1900,"Regular Gasoline","Kia","Sorento FE AWD","Automatic (S6)",22.3,35.8,"Small Sport Utility Vehicle 4WD",2016,NA
4,2,"Front-Wheel Drive",1700,"Regular Gasoline","Kia","Sorento FWD","Automatic (S6)",25.3791,38.3265,"Small Sport Utility Vehicle 2WD",2016,NA
4,2.4,"Front-Wheel Drive",1650,"Regular Gasoline","Kia","Sorento FWD","Automatic (S6)",26.8,40.4,"Small Sport Utility Vehicle 2WD",2016,NA
6,3.3,"Front-Wheel Drive",1950,"Regular Gasoline","Kia","Sorento FWD","Automatic (S6)",22.1527,35.621,"Small Sport Utility Vehicle 2WD",2016,NA
4,2,"Front-Wheel Drive",1350,"Regular Gasoline","Mazda","CX-5 2WD","Manual 6-spd",33.7,48.9,"Small Sport Utility Vehicle 2WD",2016,NA
4,2.5,"Front-Wheel Drive",1350,"Regular Gasoline","Mazda","CX-5 2WD","Automatic (S6)",34.1464,46.9465,"Small Sport Utility Vehicle 2WD",2016,NA
6,2.8,"Rear-Wheel Drive",2450,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Automatic 3-spd",19,24.359,"Small Pickup Trucks",1987,NA
4,2,"All-Wheel Drive",1900,"Regular Gasoline","Kia","Sorento AWD","Automatic (S6)",24.1375,35.2872,"Small Sport Utility Vehicle 4WD",2016,NA
4,2.4,"All-Wheel Drive",1800,"Regular Gasoline","Kia","Sorento AWD","Automatic (S6)",26,35.6,"Small Sport Utility Vehicle 4WD",2016,NA
6,3.3,"All-Wheel Drive",2100,"Regular Gasoline","Kia","Sorento AWD","Automatic (S6)",21,32.4,"Small Sport Utility Vehicle 4WD",2016,NA
4,2.5,"4-Wheel Drive",1500,"Regular Gasoline","Mazda","CX-5 4WD","Automatic (S6)",30.6153,42.0734,"Small Sport Utility Vehicle 4WD",2016,NA
NA,NA,"4-Wheel Drive",750,"Electricity","Tesla","Model S AWD (85 kW-hr battery pack)","Automatic (A1)",117.8,128.4,"Large Cars",2014,NA
6,3,"All-Wheel Drive",1950,"Premium Gasoline","Audi","A7 quattro","Automatic (S8)",25.6,41.9,"Midsize Cars",2016,NA
6,3,"All-Wheel Drive",1950,"Premium Gasoline","Audi","A6 quattro","Automatic (S8)",25.6,41.9,"Midsize Cars",2016,NA
4,1.8,"Front-Wheel Drive",1400,"Regular Gasoline","Honda","HR-V 2WD","Manual 6-spd",32.4,47.7,"Small Sport Utility Vehicle 2WD",2016,NA
4,1.8,"Front-Wheel Drive",1250,"Regular Gasoline","Honda","HR-V 2WD","Automatic (variable gear ratios)",36.9997,49.4,"Small Sport Utility Vehicle 2WD",2016,NA
3,1,"Front-Wheel Drive",1100,"Regular Gasoline","Chevrolet","Sprint","Automatic 3-spd",45,55,"Minicompact Cars",1985,NA
4,1.6,"Front-Wheel Drive",1450,"Regular Gasoline","Plymouth","Horizon","Manual 4-spd",31,42.3077,"Compact Cars",1985,NA
6,2.8,"Rear-Wheel Drive",2200,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Automatic 4-spd",19,30.7692,"Small Pickup Trucks",1987,NA
4,1.8,"Front-Wheel Drive",1250,"Regular Gasoline","Honda","HR-V 2WD","Automatic (AV-S7)",36.9997,49.4,"Small Sport Utility Vehicle 2WD",2016,NA
4,1.8,"All-Wheel Drive",1350,"Regular Gasoline","Honda","HR-V 4WD","Automatic (variable gear ratios)",34.4997,46.0473,"Small Sport Utility Vehicle 4WD",2016,NA
4,1.8,"All-Wheel Drive",1350,"Regular Gasoline","Honda","HR-V 4WD","Automatic (AV-S7)",34.4997,46.0473,"Small Sport Utility Vehicle 4WD",2016,NA
4,2,"Rear-Wheel Drive",1700,"Premium Gasoline","Mercedes-Benz","C300","Automatic 7-spd",31.9,47.6,"Compact Cars",2015,NA
4,2.5,"Front-Wheel Drive",1600,"Regular Gasoline","Nissan","Rogue Select FWD","Automatic (variable gear ratios)",29,39.6,"Small Sport Utility Vehicle 2WD",2015,NA
4,2,"4-Wheel Drive",2150,"Premium Gasoline","Land Rover","Discovery Sport","Automatic (S9)",25,36.6,"Standard Sport Utility Vehicle 4WD",2015,NA
4,2.5,"All-Wheel Drive",1650,"Regular Gasoline","Nissan","Rogue Select AWD","Automatic (variable gear ratios)",27.6087,37.2408,"Small Sport Utility Vehicle 4WD",2015,NA
NA,NA,"All-Wheel Drive",700,"Electricity","Tesla","Model S AWD - P85D","Automatic (A1)",121.1,132.3,"Large Cars",2015,NA
NA,NA,"All-Wheel Drive",650,"Electricity","Tesla","Model S AWD - 85D","Automatic (A1)",126.4,140.6,"Large Cars",2015,NA
6,2.8,"Rear-Wheel Drive",2200,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Manual 4-spd",20,29,"Small Pickup Trucks",1987,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","Jaguar","F-Type Coupe","Automatic (S8)",24.5,38.7,"Two Seaters",2016,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","Jaguar","F-Type Convertible","Automatic (S8)",24.5,38.7,"Two Seaters",2016,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","Jaguar","F-Type S Coupe","Automatic (S8)",23.6,37.5,"Two Seaters",2016,NA
6,3,"Rear-Wheel Drive",2150,"Premium Gasoline","Jaguar","F-Type S Convertible","Automatic (S8)",23.6,37.5,"Two Seaters",2016,NA
8,6.8,"Rear-Wheel Drive",3400,"Premium Gasoline","Bentley","Mulsanne","Automatic (S8)",13.6993,24.8,"Midsize Cars",2016,NA
NA,NA,"Rear-Wheel Drive",550,"Electricity","BMW","i3 BEV","Automatic (A1)",196.4,159.1,"Subcompact Cars",2015,NA
NA,NA,"Rear-Wheel Drive",700,"Electricity","Tesla","Model S (60 kW-hr battery pack)","Automatic (A1)",118.6,121.5,"Large Cars",2015,NA
4,2,"Front-Wheel Drive",1800,"Regular Gasoline","Kia","Sportage SX FWD","Automatic (S6)",24.9,36.2,"Small Sport Utility Vehicle 2WD",2015,NA
4,2,"All-Wheel Drive",1900,"Regular Gasoline","Kia","Sportage SX AWD","Automatic (S6)",24.2,34.8,"Small Sport Utility Vehicle 4WD",2015,NA
6,2.8,"Rear-Wheel Drive",2200,"Regular Gasoline","Chevrolet","S10 Pickup 2WD","Manual 5-spd",20,31,"Small Pickup Trucks",1987,NA
4,1.6,"Front-Wheel Drive",1250,"Regular Gasoline","Hyundai","Veloster","Automatic (AM6)",36.8562,51.0091,"Compact Cars",2016,NA
4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Hyundai","Veloster","Manual 6-spd",34.5399,49.9,"Compact Cars",2016,NA
4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Hyundai","Elantra GT","Manual 6-spd",30.6849,46.823,"Midsize Cars",2016,NA
NA,0,"Rear-Wheel Drive",600,"Electricity","Mitsubishi","i-MiEV","Automatic (A1)",180.5254,140.9876,"Subcompact Cars",2016,NA
4,2,"Front-Wheel Drive",1650,"Regular Gasoline","Ford","Edge FWD","Automatic (S6)",25.9,42.4,"Small Sport Utility Vehicle 2WD",2015,NA
6,3.5,"Front-Wheel Drive",1900,"Regular Gasoline","Ford","Edge FWD","Automatic (S6)",22.249,36.6989,"Small Sport Utility Vehicle 2WD",2015,NA
6,2.7,"Front-Wheel Drive",1900,"Regular Gasoline","Ford","Edge FWD","Automatic (S6)",23.1,37.5,"Small Sport Utility Vehicle 2WD",2015,NA
4,2,"All-Wheel Drive",1700,"Regular Gasoline","Ford","Edge AWD","Automatic (S6)",25.0992,39.4266,"Small Sport Utility Vehicle 4WD",2015,NA
6,3.5,"All-Wheel Drive",1950,"Regular Gasoline","Ford","Edge AWD","Automatic (S6)",21.4903,34.1704,"Small Sport Utility Vehicle 4WD",2015,NA
6,2.7,"All-Wheel Drive",1950,"Regular Gasoline","Ford","Edge AWD","Automatic (S6)",21.6883,33.331,"Small Sport Utility Vehicle 4WD",2015,NA
4,2.4,"Rear-Wheel Drive",1950,"Regular Gasoline","Nissan","Truck 2WD","Automatic 4-spd",22,32,"Small Pickup Trucks",1987,NA
2,0.6,"Rear-Wheel Drive",1200,"Premium Gasoline","BMW","i3 REX","Automatic (A1)",52.5,52.2,"Subcompact Cars",2015,NA
3,1.5,"All-Wheel Drive",1700,"Premium Gasoline","BMW","i8","Automatic 6-spd",38.4,46.4,"Subcompact Cars",2015,NA
6,3,"All-Wheel Drive",2250,"Premium Gasoline","Jaguar","F-Type S AWD Coupe","Automatic (S8)",22.7,36.1,"Two Seaters",2016,NA
6,3,"All-Wheel Drive",2250,"Premium Gasoline","Jaguar","F-Type S AWD Convertible","Automatic (S8)",22.7,36.1,"Two Seaters",2016,NA
4,2.4,"Front-Wheel Drive",1650,"Premium Gasoline","Acura","ILX","Automatic (AM8)",32.5,50.7,"Compact Cars",2016,NA
4,2,"Front-Wheel Drive",1450,"Regular Gasoline","Hyundai","Elantra GT","Automatic (S6)",30.7997,46.2,"Midsize Cars",2016,NA
4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","Jeep","Renegade 2WD","Automatic 9-spd",27.7,43.2,"Small Sport Utility Vehicle 2WD",2015,NA
8,4.4,"All-Wheel Drive",2950,"Premium Gasoline","BMW","X5 M","Automatic (S8)",17.4857,26.8,"Standard Sport Utility Vehicle 4WD",2015,NA
8,4.4,"All-Wheel Drive",2950,"Premium Gasoline","BMW","X6 M","Automatic (S8)",17.4857,26.8,"Standard Sport Utility Vehicle 4WD",2015,NA
4,2.4,"Rear-Wheel Drive",1900,"Regular Gasoline","Nissan","Truck 2WD","Manual 5-spd",24,33,"Small Pickup Trucks",1987,NA
8,5,"Rear-Wheel Drive",2600,"Premium Gasoline","Jaguar","F-Type R Convertible","Automatic (S8)",19.5,32.2,"Two Seaters",2016,NA
8,5,"All-Wheel Drive",2600,"Premium Gasoline","Jaguar","F-Type R AWD Coupe","Automatic (S8)",18.3,31.5,"Two Seaters",2016,NA
8,5,"All-Wheel Drive",2600,"Premium Gasoline","Jaguar","F-Type R AWD Convertible","Automatic (S8)",18.3,31.5,"Two Seaters",2016,NA
8,5,"Rear-Wheel Drive",2600,"Premium Gasoline","Jaguar","XJ","Automatic (S8)",18.4,32,"Large Cars",2016,NA
8,5,"Rear-Wheel Drive",2600,"Premium Gasoline","Jaguar","XJL","Automatic (S8)",18.4,32,"Large Cars",2016,NA
6,3.6,"Front-Wheel Drive",1950,"Regular Gasoline","Chevrolet","Impala Bi-Fuel  (CNG)","Automatic (S6)",20.7,36.3,"Midsize Cars",2015,NA
6,3.5,"Front-Wheel Drive",2050,"Premium Gasoline","Acura","RLX","Automatic (S6)",25,43.2,"Midsize Cars",2016,NA
6,3.5,"All-Wheel Drive",1600,"Premium Gasoline","Acura","RLX Hybrid","Automatic (AM7)",36.9832,45.1548,"Midsize Cars",2016,NA
4,2,"Front-Wheel Drive",1750,"Premium Gasoline","MINI","John Cooper Works Hardtop","Automatic (S6)",32.295,44.2707,"Subcompact Cars",2015,NA
4,2,"Front-Wheel Drive",1900,"Premium Gasoline","MINI","John Cooper Works Hardtop","Manual 6-spd",28.9,43.1,"Subcompact Cars",2015,NA
6,3,"Rear-Wheel Drive",2300,"Regular Gasoline","Nissan","Truck 2WD","Automatic 4-spd",19,26,"Small Pickup Trucks",1987,NA
4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","Mitsubishi","Outlander Sport 2WD","Automatic (AV-S6)",29.5858,40.3843,"Small Sport Utility Vehicle 2WD",2015,NA
4,2.4,"4-Wheel Drive",1650,"Regular Gasoline","Mitsubishi","Outlander Sport 4WD","Automatic (AV-S6)",28.7199,38.5829,"Small Sport Utility Vehicle 4WD",2015,NA
6,3.8,"All-Wheel Drive",2500,"Premium Gasoline","Nissan","GT-R","Automatic (AM6)",20.2492,30.0482,"Subcompact Cars",2016,NA
4,1.6,"Front-Wheel Drive",1350,"Regular Gasoline","Hyundai","Veloster","Automatic (AM6)",34.3,46.4,"Compact Cars",2016,NA
4,1.6,"Front-Wheel Drive",1400,"Regular Gasoline","Hyundai","Veloster","Manual 6-spd",32.3,47.1,"Compact Cars",2016,NA
8,5,"Rear-Wheel Drive",2600,"Premium Gasoline","Hyundai","Equus","Automatic (S8)",18.5,32,"Large Cars",2016,NA
6,3.3,"Front-Wheel Drive",1950,"Regular Gasoline","Kia","Sedona","Automatic (S6)",22.3,33.9,"Minivan - 2WD",2016,NA
6,3.3,"Front-Wheel Drive",1900,"Regular Gasoline","Kia","Sedona SX","Automatic (S6)",22.8,34.7,"Minivan - 2WD",2016,NA
6,3.3,"Front-Wheel Drive",2100,"Regular Gasoline","Kia","Sedona SXL","Automatic (S6)",20.7,31.2,"Minivan - 2WD",2016,NA
6,3,"Rear-Wheel Drive",2300,"Regular Gasoline","Nissan","Truck 2WD","Manual 5-spd",18,29,"Small Pickup Trucks",1987,NA
6,3.6,"All-Wheel Drive",2250,"Premium Gasoline","Porsche","Cayenne","Automatic (S8)",23.8,33.8,"Standard Sport Utility Vehicle 4WD",2016,NA
4,2,"Rear-Wheel Drive",1800,"Premium Gasoline","BMW","Z4 sDrive28i","Automatic (S8)",27.9499,46.8923,"Two Seaters",2016,NA
4,2,"Rear-Wheel Drive",1800,"Premium Gasoline","BMW","Z4 sDrive28i","Manual 6-spd",28.2783,48.5331,"Two Seaters",2016,NA
6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","BMW","Z4 sDrive35i","Automatic (AM-S7)",21.3958,32.7447,"Two Seaters",2016,NA
6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","BMW","Z4 sDrive35is","Automatic (AM-S7)",21.3958,32.7447,"Two Seaters",2016,NA
6,3,"Rear-Wheel Drive",1950,"Premium Gasoline","BMW","640i Coupe","Automatic (S8)",25.7068,43.4924,"Subcompact Cars",2016,NA
4,1.6,"Front-Wheel Drive",1250,"Regular Gasoline","Kia","Rio Eco","Automatic (S6)",35.6675,52.5771,"Compact Cars",2016,NA
4,1.6,"Front-Wheel Drive",1300,"Regular Gasoline","Kia","Rio","Automatic (S6)",34.9423,53.1934,"Compact Cars",2016,NA
4,1.6,"Front-Wheel Drive",1250,"Regular Gasoline","Kia","Rio","Manual 6-spd",35.2,53.4,"Compact Cars",2016,NA
6,3,"All-Wheel Drive",2500,"Premium Gasoline","Porsche","Macan S","Automatic (AM-S7)",21.7,31.9,"Small Sport Utility Vehicle 4WD",2016,NA
4,2,"Rear-Wheel Drive",1800,"Regular Gasoline","Dodge","Ram 50 Pickup 2WD","Automatic 4-spd",26,34,"Small Pickup Trucks",1987,NA
